"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","pH","sulphates","alcohol","quality","wine_type","wine_type_bin","acidity_ratio","alcohol_va_ratio","sugar_body_ratio","sulfur_efficiency"
5,0.42,0.24,2,0.06,19,3.72,0.74,14,8,"red",0,7.5757460973544,33.3332539684429,27.9996080054879,3.79999924000015
10.2,0.29,0.49,2.6,0.059,5,3.05,0.74,10.5,7,"red",0,13.0769063116586,36.2067717007872,27.2997133530098,0.490196030372938
9,0.45,0.49,2.6,0.084,21,3.35,0.57,9.7,5,"red",0,9.57445789951287,21.5555076544274,25.2197553683729,2.3333330740741
6.6,0.39,0.49,1.7,0.07,23,3.12,0.5,11.5,6,"red",0,7.49999147728241,29.4871038792208,19.5497751775855,3.48484795684122
9.9,0.49,0.58,3.5,0.094,9,3.29,0.58,9,5,"red",0,9.2523278015628,18.3673094544705,31.4997165025515,0.909090817263554
7.9,0.72,0.17,2.6,0.096,20,3.4,0.53,9.5,5,"red",0,8.87639452090503,13.1944261188526,24.6997653522292,2.53164524915883
8.9,0.595,0.41,7.9,0.086,30,3.27,0.57,9.3,5,"red",0,8.85571258138052,15.6302258315532,73.4693167353544,3.37078613811392
12.4,0.4,0.51,2,0.059,6,3.04,0.6,9.3,6,"red",0,13.6263586523531,23.2499418751453,18.5998270216087,0.483870928720086
11.9,0.58,0.58,1.9,0.071,5,3.09,0.63,10,6,"red",0,10.2586118460243,17.24134958388,18.9998100019,0.420168031918653
8.5,0.585,0.18,2.1,0.078,5,3.2,0.48,9.8,6,"red",0,11.1110965868018,16.7521081160545,20.5797983179765,0.588235224913503
12.7,0.59,0.45,2.3,0.082,11,3,0.7,9.3,6,"red",0,12.2115267196858,15.7626851479913,21.38980107485,0.866141664083334
8.2,0.915,0.27,2.1,0.088,7,3.26,0.47,10,4,"red",0,6.9198253841136,10.9289498044264,20.9997900021,0.853658432480679
13.2,0.46,0.52,2.2,0.071,12,3.1,0.56,9,6,"red",0,13.4693740108428,19.5651748583155,19.7998218016038,0.909090840220391
7.7,0.835,0,2.6,0.081,6,3.3,0.52,9.3,5,"red",0,9.22154584246007,11.1377112123219,24.1797751280913,0.779220678023289
8.3,0.58,0.13,2.9,0.096,14,3.17,0.62,9.1,6,"red",0,11.6901243801065,15.6896281213308,26.3897598531853,1.6867467847293
8.3,0.6,0.13,2.6,0.085,6,3.31,0.59,9.2,6,"red",0,11.3698474385652,15.3333077778204,23.9197799380246,0.722891479169701
9.4,0.41,0.48,4.6,0.072,10,3.34,0.79,12.2,7,"red",0,10.5617858856338,29.7560249853049,56.1193153443528,1.06382967406067
8.8,0.48,0.41,3.3,0.092,26,3.31,0.53,10.5,6,"red",0,9.88762933974232,21.8749544271783,34.6496361788201,2.95454511880169
10.1,0.65,0.37,5.1,0.11,11,3.32,0.64,10.4,6,"red",0,9.90195107651855,15.9999753846533,53.0394483897367,1.08910880305853
6.3,0.36,0.19,3.2,0.075,15,3.56,0.52,12.7,6,"red",0,11.454524628137,35.2776797842228,40.6394838785547,2.38095200302349
8.8,0.24,0.54,2.5,0.083,25,3.39,0.54,9.2,5,"red",0,11.2820368179015,38.3331736117766,22.9997884019467,2.84090876807855
13.2,0.38,0.55,2.7,0.081,5,2.98,0.54,9.4,5,"red",0,14.1935331252332,24.7367770084816,25.3797614302426,0.37878785009183
7.5,0.64,0,2.4,0.077,18,3.32,0.6,10,6,"red",0,11.7187316894817,15.6249755859756,23.9997600024,2.39999968000004
8.2,0.39,0.38,1.5,0.058,10,3.26,0.74,9.8,5,"red",0,10.6493368190431,25.1281406970751,14.6998559414118,1.21951204640097
9.2,0.755,0.18,2.2,0.148,10,2.87,1.36,10.2,6,"red",0,9.839561668918,13.5099158809061,22.4397711143346,1.0869564035917
9.6,0.6,0.5,2.3,0.079,28,3.5,0.57,9.7,5,"red",0,8.72726479339564,16.1666397222671,22.3097835950991,2.91666636284725
11.5,0.31,0.51,2.2,0.079,14,3.03,0.93,9.8,6,"red",0,14.0243731410084,31.6128012490282,21.5597887140706,1.21739119848772
11.4,0.46,0.5,2.7,0.122,4,3.13,0.7,10.2,5,"red",0,11.8749876302212,22.1738648394243,27.5397190948652,0.350877162203758
11.3,0.37,0.41,2.3,0.088,6,3.09,0.8,9.3,5,"red",0,14.4871609138963,25.1350672025211,21.38980107485,0.530973404338637
8.3,0.54,0.24,3.4,0.076,16,3.27,0.61,9.4,5,"red",0,10.6410119987026,17.4073751715275,31.959699578824,1.9277106111192
8.2,0.56,0.23,3.4,0.078,14,3.28,0.62,9.4,5,"red",0,10.3797336965396,16.785684311278,31.959699578824,1.70731686496136
10,0.58,0.22,1.9,0.08,9,3.13,0.55,9.5,5,"red",0,12.4999843750195,16.379282104686,18.049828526629,0.899999910000009
7.9,0.51,0.25,2.9,0.077,21,3.49,0.96,12.1,6,"red",0,10.3947231648379,23.7254436756006,35.0895754161375,2.65822751161677
6.8,0.69,0,5.6,0.124,21,3.46,0.72,10.2,5,"red",0,9.8550581810751,14.7825872716127,57.1194173819427,3.08823483996546
8.8,0.6,0.29,2.2,0.098,5,3.36,0.49,9.1,5,"red",0,9.88762933974232,15.166641388931,20.0198178196578,0.56818175361571
8.7,0.54,0.26,2.5,0.097,7,3.27,0.6,9.3,6,"red",0,10.874986406267,17.2221903292772,23.2497837770109,0.804597608666942
7.6,0.685,0.23,2.3,0.111,20,3.21,0.61,9.3,5,"red",0,8.3060018513641,13.5766225158795,21.38980107485,2.63157860110808
10.4,0.28,0.54,2.7,0.105,5,3.25,0.63,9.5,5,"red",0,12.6829113623032,33.9284502555348,25.6497563273149,0.480769184541425
7.6,0.41,0.14,3,0.087,21,3.32,0.57,10.5,6,"red",0,13.8181566942606,25.6096936348936,31.4996692534728,2.76315753116348
10.1,0.935,0.22,3.4,0.105,11,3.43,0.64,11.3,4,"red",0,8.74458117352279,12.0855485716058,38.4195658589058,1.08910880305853
7.9,0.35,0.21,1.9,0.073,46,3.27,0.58,9.5,5,"red",0,14.1071176658613,27.1427795920583,18.049828526629,5.82278407306531
8.7,0.84,0,1.4,0.065,24,3.27,0.55,9.7,5,"red",0,10.3571305272256,11.5476053004699,13.5798682752777,2.75862037257237
9.6,0.88,0.28,2.4,0.086,30,3.24,0.53,9.4,5,"red",0,8.27585493460781,10.6818060434022,22.5597879379934,3.1249996744792
9.5,0.885,0.27,2.3,0.084,31,3.24,0.53,9.4,5,"red",0,8.22510110380857,10.6214569249074,21.6197967739103,3.26315755124657
7.7,0.915,0.12,2.2,0.143,7,3.35,0.65,10.2,7,"red",0,7.4396063385446,11.147528800515,22.4397711143346,0.90909079102717
8.9,0.29,0.35,1.9,0.067,25,3.18,1.36,10.3,6,"red",0,13.9062282715183,35.5171189064865,19.5697984310762,2.80898844842826
9.9,0.54,0.45,2.3,0.071,16,3.39,0.62,9.4,5,"red",0,9.9999898990001,17.4073751715275,21.6197967739103,1.61616145291298
9.5,0.59,0.44,2.3,0.071,21,3.46,0.63,9.5,5,"red",0,9.22329201622134,16.1016676242922,21.8497924269719,2.21052608310252
7.8,0.64,0.1,6,0.115,5,3.37,0.69,10.1,7,"red",0,10.5405262965861,15.7812253418354,60.5993879461817,0.641025558842877
7.3,0.67,0.05,3.6,0.107,6,3.4,0.63,10.1,5,"red",0,10.1388748071183,15.0746043662621,36.359632767709,0.821917695627713
8.3,0.845,0.01,2.2,0.07,5,3.32,0.58,11,4,"red",0,9.7075909852737,13.0177360736851,24.1997338029282,0.602409565974751
8.7,0.48,0.3,2.8,0.066,10,3.33,0.67,11.2,7,"red",0,11.1538318540617,23.3332847223235,31.3596487719338,1.14942515523849
6.7,0.42,0.27,8.6,0.068,24,3.16,0.57,11.3,6,"red",0,9.71013085488282,26.9046978459575,97.1789018784088,3.58208901759865
10.7,0.43,0.39,2.2,0.106,8,2.89,0.5,9.6,5,"red",0,13.0487645746773,22.3255294755128,21.1197972499464,0.747663481526778
9.8,0.88,0.25,2.5,0.104,35,3.41,0.67,11.2,5,"red",0,8.67255869685071,12.7272582644792,27.9996864035123,3.57142820699712
15.9,0.36,0.65,7.5,0.096,22,2.98,0.84,14.9,5,"red",0,15.742558670734,41.3887739200725,111.748334949809,1.38364771172027
9.4,0.33,0.59,2.8,0.079,9,3.12,0.54,12,6,"red",0,10.2173801984998,36.3635261711328,33.5995968048383,0.957446706654606
8.6,0.47,0.47,2.4,0.074,7,3.08,0.46,9.5,5,"red",0,9.1489264373123,20.2127229516533,22.7997834020577,0.81395339372635
9.7,0.55,0.17,2.9,0.087,20,3.14,0.61,9.4,5,"red",0,13.4722035108285,17.0908780165854,27.2597437584087,2.06185545754067
12,0.5,0.59,1.4,0.073,23,2.92,0.68,10.5,7,"red",0,11.009164211776,20.999958000084,14.6998456516207,1.91666650694446
7.2,0.52,0.07,1.4,0.074,5,3.32,0.81,9.6,6,"red",0,12.203369146832,18.4615029586482,13.4398709772386,0.69444434799384
7.1,0.84,0.02,4.4,0.096,5,3.41,0.57,11,4,"red",0,8.25580435371587,13.0952225056875,48.3994676058563,0.704225252926021
7.5,0.42,0.31,1.6,0.08,15,3.31,0.64,9,5,"red",0,10.2739585288239,21.4285204082847,14.3998704011664,1.99999973333337
7.2,0.57,0.06,1.6,0.076,9,3.36,0.7,9.6,6,"red",0,11.4285532880107,16.8420757156566,15.3598525454156,1.24999982638891
10.1,0.28,0.46,1.8,0.05,5,3.04,0.79,10.2,6,"red",0,13.6486302045538,36.4284413269953,18.3598127299102,0.495049455935697
12.1,0.4,0.52,2,0.092,15,3.03,0.66,10.2,5,"red",0,13.1521596172178,25.4999362501594,20.3997919221224,1.23966931903559
9.4,0.59,0.14,2,0.084,25,3.14,0.56,9.7,5,"red",0,12.8766946894593,16.440650100593,19.3998118218253,2.65957418515168
8.3,0.49,0.36,1.8,0.222,6,3.18,0.6,9.5,6,"red",0,9.76469439447718,19.3877155352744,17.0998375515433,0.722891479169701
11.3,0.34,0.45,2,0.082,6,2.94,0.66,9.2,6,"red",0,14.3037793623046,27.0587439448707,18.3998307215574,0.530973404338637
10,0.73,0.43,2.3,0.059,15,3.15,0.57,11,5,"red",0,8.62068222354981,15.0684725089418,25.2997217030613,1.49999985000002
6.9,0.4,0.24,2.5,0.083,30,3.26,0.58,10,5,"red",0,10.7812331543232,24.9999375001562,24.9997500025,4.34782545683689
8.2,0.73,0.21,1.7,0.074,5,3.2,0.52,9.5,5,"red",0,8.72339497511173,13.013680803177,16.1498465764575,0.609756023200485
9.8,1.24,0.34,2,0.079,32,3.15,0.53,9.5,5,"red",0,6.20252771991917,7.66128414412569,18.9998195017147,3.26530578925451
10.8,0.4,0.41,2.2,0.084,7,3.08,0.67,9.3,6,"red",0,13.3333168724483,23.2499418751453,20.4598097237696,0.648148088134436
9.3,0.41,0.39,2.2,0.064,12,3.26,0.65,10.2,5,"red",0,11.6249854687682,24.877988102468,22.4397711143346,1.29032244190081
8.6,0.8,0.11,2.3,0.084,12,3.4,0.48,9.9,5,"red",0,9.45053906534168,12.3749845312693,22.7697745792317,1.39534867495946
8.3,0.78,0.1,2.6,0.081,45,3.48,0.53,10,5,"red",0,9.43180746385515,12.820496383979,25.9997400026,5.42168609377276
10.8,0.26,0.45,3.3,0.06,20,3.13,0.54,9.6,5,"red",0,15.2112461813434,36.9229349117888,31.6796958749196,1.8518516803841
13.3,0.43,0.58,1.9,0.07,15,3.06,0.49,9,5,"red",0,13.1683037937586,20.9301838832933,17.0998461013851,1.12781946407372
8,0.45,0.23,2.2,0.094,16,3.21,0.49,10.2,6,"red",0,11.7646885813403,22.6666162964082,22.4397711143346,1.99999975000003
8.5,0.46,0.31,2.25,0.078,32,3.33,0.54,9.8,5,"red",0,11.0389467026666,21.304301512388,22.0497839121177,3.76470543944642
8.1,0.78,0.23,2.6,0.059,5,3.37,0.56,11.3,5,"red",0,8.01979403980788,14.4871609138963,29.3796680097515,0.617283874409398
9.8,0.98,0.32,2.3,0.078,35,3.25,0.48,9.4,5,"red",0,7.53845573964943,9.59182694711536,21.6197967739103,3.57142820699712
7.1,0.65,0.18,1.8,0.07,13,3.44,0.6,9.1,5,"red",0,8.55420656119691,13.9999784615716,16.3798509433564,1.83098565760765
9.1,0.64,0.23,3.1,0.095,13,3.28,0.59,9.7,5,"red",0,10.4597580922321,15.1562263183964,30.0697083238293,1.42857127158557
7.7,0.66,0.04,1.6,0.039,4,3.4,0.47,9.4,5,"red",0,10.9999842857367,14.2424026630263,15.0398586253289,0.519480452015526
8.1,0.38,0.48,1.8,0.157,5,3.3,1.05,9.4,5,"red",0,9.41859369930965,24.7367770084816,16.919840953495,0.617283874409398
7.4,1.185,0,4.25,0.097,5,3.63,0.54,10.7,3,"red",0,6.24472046859032,9.02952824512384,45.4745134227064,0.675675584368164
9.2,0.92,0.24,2.6,0.087,12,3.48,0.54,9.8,5,"red",0,7.93102764566582,10.6521623346062,25.4797502984471,1.30434768431003
8.6,0.49,0.51,2,0.422,16,3.03,1.17,9,5,"red",0,8.5999914000086,18.3673094544705,17.999838001458,1.86046489994594
9,0.48,0.32,2.8,0.084,21,3.32,0.62,9.4,5,"red",0,11.2499859375176,19.5832925348072,26.3197525943256,2.3333330740741
9,0.47,0.31,2.7,0.084,24,3.31,0.61,9.4,5,"red",0,11.5384467455811,19.9999574468991,25.3797614302426,2.6666663703704
5.1,0.47,0.02,1.3,0.034,18,3.9,0.62,12.8,6,"red",0,10.4081420242,27.2339846085434,16.6397870107263,3.5294110726645
7,0.65,0.02,2.1,0.066,8,3.47,0.67,9.5,6,"red",0,10.4477456003797,14.6153621302121,19.9498104768005,1.14285697959186
9.4,0.615,0.28,3.2,0.087,18,3.31,0.53,9.7,5,"red",0,10.5027815611379,15.7723320775088,31.0396989149205,1.91489341330921
11.8,0.38,0.55,2.1,0.071,5,3.11,0.62,10.8,6,"red",0,12.6881583998297,28.420977839532,22.6797550586454,0.423728777650104
10.6,1.02,0.43,2.9,0.076,26,3.08,0.57,10.1,6,"red",0,7.31033978597256,9.90195107651855,29.2897041739878,2.45282995728019
7,0.64,0.02,2.1,0.067,9,3.47,0.67,9.4,6,"red",0,10.6060445362962,14.6874770508171,19.7398144457442,1.28571410204084
7.5,0.38,0.48,2.6,0.073,22,3.32,0.7,9.6,4,"red",0,8.72092009195338,25.2630914129173,24.9597603863003,2.93333294222227
9.1,0.765,0.04,1.6,0.078,4,3.29,0.54,9.7,4,"red",0,11.3043337834363,12.6797219872915,15.5198494574603,0.4395603912571
8.4,1.035,0.15,6,0.073,11,3.37,0.49,9.9,5,"red",0,7.08860161299442,9.56520814955734,59.3994119458217,1.30952365362814
7,0.78,0.08,2,0.093,10,3.4,0.47,10,5,"red",0,8.13952541915649,12.820496383979,19.999800002,1.42857122448982
7.4,0.49,0.19,3,0.077,16,3.37,0.51,10.5,5,"red",0,10.8823369377398,21.4285276968823,31.4996692534728,2.16216186997813
7.8,0.545,0.12,2.5,0.068,11,3.34,0.61,11.6,6,"red",0,11.729305670217,21.2843646158447,28.9996636039022,1.41025622945433
9.7,0.31,0.47,1.6,0.062,13,3.27,0.66,10,6,"red",0,12.4358814924596,32.2579604581921,15.9998400016,1.34020604740144
10.6,1.025,0.43,2.8,0.08,21,3.06,0.57,10.1,5,"red",0,7.28521836067467,9.85364892326935,28.2797143748848,1.98113188857246
8.9,0.565,0.34,3,0.093,16,3.38,0.61,9.5,5,"red",0,9.83424327707925,16.8141295325141,28.4997292525721,1.79775260699409
8.7,0.69,0,3.2,0.084,13,3.36,0.45,9.4,5,"red",0,12.6086773787284,13.6231686620744,30.0797172506578,1.49425270181003
8,0.43,0.36,2.3,0.075,10,3.34,0.46,9.4,5,"red",0,10.1265694600387,21.8604142781063,21.6197967739103,1.24999984375002
9.9,0.74,0.28,2.6,0.078,21,3.28,0.51,9.8,5,"red",0,9.70587283737957,13.2432253469928,25.4797502984471,2.12121190694829
7.2,0.49,0.18,2.7,0.069,13,3.29,0.48,9.2,6,"red",0,10.7462526175334,18.7754718867921,24.8397714741024,1.80555530478399
7.6,0.46,0.11,2.6,0.079,12,3.21,0.57,10,5,"red",0,13.3333099415615,21.7390831759061,25.9997400026,1.57894716066485
8.4,0.56,0.04,2,0.082,10,3.22,0.44,9.6,5,"red",0,13.9999766667056,17.1428265306669,19.1998156817695,1.19047604875285
7.1,0.66,0,3.9,0.086,17,3.46,0.54,9.5,5,"red",0,10.7575594582432,14.3939175849734,37.0496480283437,2.39436585994847
8.9,0.48,0.24,2.85,0.094,35,3.1,0.53,9.2,5,"red",0,12.3610939429251,19.1666267361943,26.2197587782192,3.93258382779957
7.6,0.42,0.08,2.7,0.084,15,3.21,0.59,10,5,"red",0,15.1999696000608,23.8094671203164,26.9997300027,1.97368395083106
7.1,0.31,0.3,2.2,0.053,36,2.94,1.62,9.5,5,"red",0,11.6393251814341,30.6450624352825,20.8998014518862,5.07042182106735
7.5,1.115,0.1,3.1,0.086,5,3.54,0.6,11.2,4,"red",0,6.17283442565068,10.0448340405076,34.7196111403552,0.66666657777779
9,0.66,0.17,3,0.077,5,3.29,0.55,10.4,5,"red",0,10.8433604296862,15.7575518824971,31.1996755233746,0.555555493827167
8.1,0.72,0.09,2.8,0.084,18,3.43,0.72,11.1,6,"red",0,9.99998765433623,15.4166452546594,31.0796550158293,2.22222194787383
6.4,0.57,0.02,1.8,0.067,4,3.46,0.68,9.5,5,"red",0,10.8474392416284,16.6666374269519,17.0998375515433,0.624999902343765
6.4,0.865,0.03,3.2,0.071,27,3.61,0.49,12.7,6,"red",0,7.15082999907263,14.6820639513712,40.6394838785547,4.21874934082042
9.5,0.55,0.66,2.3,0.387,12,3.17,0.67,9.6,5,"red",0,7.85123318079903,17.454513719066,22.0797880340349,1.26315776177287
8.9,0.875,0.13,3.45,0.088,4,3.44,0.52,11.5,5,"red",0,8.85571258138052,13.1428421224661,39.674543742747,0.449438151748522
7.3,0.835,0.03,2.1,0.092,10,3.39,0.47,9.6,5,"red",0,8.43929660196925,11.496992219171,20.1598064658579,1.36986282604619
7,0.45,0.34,2.7,0.082,16,3.55,0.6,9.5,5,"red",0,8.86074827753382,21.1110641976351,25.6497563273149,2.28571395918372
7.7,0.56,0.2,2,0.075,9,3.48,0.62,9.3,5,"red",0,10.131565616361,16.6071132015836,18.5998270216087,1.16883101703493
7.7,0.965,0.1,2.1,0.112,11,3.26,0.5,9.5,5,"red",0,7.2300401595867,9.84454938388665,19.9498104768005,1.4285712430427
8.2,0.59,0,2.5,0.093,19,3.5,0.65,9.3,6,"red",0,13.8982815283364,15.7626851479913,23.2497837770109,2.31707288816184
9,0.46,0.23,2.8,0.092,28,3.1,0.56,9.2,5,"red",0,13.0434593573053,19.9999565218336,25.7597630101803,3.11111076543214
9,0.69,0,2.4,0.088,19,3.35,0.6,9.3,5,"red",0,13.0434593573053,13.4782413358821,22.3197924259304,2.11111087654324
8.3,0.76,0.29,4.2,0.075,12,3.45,0.68,11.5,6,"red",0,7.9047543764244,15.1315590374223,48.2994445563876,1.4457829583394
9.2,0.53,0.24,2.6,0.078,28,3.21,0.57,9.5,5,"red",0,11.9480364311215,17.9244944820859,24.6997653522292,3.04347793005675
6.5,0.615,0,1.9,0.065,9,3.46,0.65,9.2,5,"red",0,10.5690885055471,14.9593252693898,17.4798391854795,1.38461517159767
11.6,0.41,0.58,2.8,0.096,25,3.13,0.53,10,5,"red",0,11.7171598816567,24.3901844141844,27.9997200028,2.15517222800239
11.1,0.39,0.54,2.7,0.095,21,3.13,0.51,9.5,5,"red",0,11.9354710371279,24.3589119002259,25.6497563273149,1.8918917214512
7.3,0.51,0.18,2.1,0.07,12,3.52,0.73,9.5,6,"red",0,10.5796948120365,18.6274144560501,19.9498104768005,1.64383539125543
8.2,0.34,0.38,2.5,0.08,12,3.3,0.47,9,6,"red",0,11.3888730710096,26.4705103808518,22.4997975018225,1.46341445568116
8.6,0.33,0.4,2.6,0.083,16,3.3,0.48,9.4,5,"red",0,11.7808057797181,28.4847621673874,24.4397702661595,1.86046489994594
7.2,0.5,0.18,2.1,0.071,12,3.52,0.72,9.6,6,"red",0,10.5882197232063,19.1999616000768,20.1598064658579,1.66666643518522
8.3,0.65,0.1,2.9,0.089,17,3.29,0.55,9.5,5,"red",0,11.0666519111308,14.6153621302121,27.5497382774864,2.04819252431415
7.6,0.54,0.13,2.5,0.097,24,3.39,0.61,9.4,5,"red",0,11.3432666518408,17.4073751715275,23.4997791020764,3.15789432132969
7.8,0.48,0.68,1.7,0.415,14,3.09,1.06,9.1,6,"red",0,6.72413213436885,18.9582938368878,15.4698592242811,1.79487156476006
7.8,0.91,0.07,1.9,0.058,22,3.51,0.43,10.7,6,"red",0,7.95917555186168,11.7582288371112,20.3297824713276,2.82051245890866
6.3,0.98,0.01,2,0.057,15,3.6,0.46,11.2,6,"red",0,6.36362993572734,11.4285597667757,22.3997491228098,2.38095200302349
8.1,0.87,0,2.2,0.084,10,3.25,0.5,9.8,5,"red",0,9.31033412605273,11.2643548685576,21.5597887140706,1.2345677488188
8.8,0.42,0.21,2.5,0.092,33,3.19,0.52,9.2,5,"red",0,13.9682317964575,21.9047097506911,22.9997884019467,3.74999957386368
9,0.58,0.25,2.8,0.075,9,3.23,0.57,9.7,5,"red",0,10.8433604296862,16.7241090963636,27.1597365505555,0.999999888888901
9.3,0.655,0.26,2,0.096,5,3.25,0.42,9.6,5,"red",0,10.1639233181166,14.6564661733341,19.1998156817695,0.537634350792005
8.8,0.7,0,1.7,0.069,8,3.31,0.53,10,6,"red",0,12.5714106122706,14.2856938775802,16.9998300017,0.909090805785136
9.1,0.68,0.11,2.8,0.093,11,3.31,0.55,9.5,6,"red",0,11.518972760794,13.9705676903416,26.5997473024006,1.20879107595702
9.2,0.67,0.1,3,0.091,12,3.31,0.54,9.5,6,"red",0,11.9480364311215,14.179083314801,28.4997292525721,1.30434768431003
8.8,0.59,0.18,2.9,0.089,12,3.14,0.54,9.4,5,"red",0,11.4285565862901,15.9321763861417,27.2597437584087,1.3636362086777
7.5,0.6,0.32,2.7,0.103,13,3.45,0.62,9.5,5,"red",0,8.15216505199451,15.8333069444884,25.6497563273149,1.73333310222225
7.1,0.59,0.02,2.3,0.082,24,3.55,0.53,9.7,6,"red",0,11.6393251814341,16.440650100593,22.3097835950991,3.3802812140449
7.9,0.72,0.01,1.9,0.076,7,3.39,0.54,9.6,5,"red",0,10.8219029836945,13.3333148148405,18.239824897681,0.88607583720559
9.4,0.685,0.26,2.4,0.082,23,3.28,0.55,9.4,5,"red",0,9.94707942107998,13.7226077042223,22.5597879379934,2.44680825033955
9.5,0.57,0.27,2.3,0.082,23,3.27,0.55,9.4,5,"red",0,11.309510345821,16.4911991382471,21.6197967739103,2.42105237673133
7.9,0.4,0.29,1.8,0.157,1,3.3,0.92,9.5,6,"red",0,11.4492587691902,23.7499406251484,17.0998375515433,0.126582262457941
7.9,0.4,0.3,1.8,0.157,2,3.31,0.91,9.5,6,"red",0,11.2856981632883,23.7499406251484,17.0998375515433,0.253164524915883
7.2,1,0,3,0.102,7,3.43,0.46,10,5,"red",0,7.1999928000072,9.99999000001,29.999700003,0.972222087191377
6.9,0.765,0.18,2.4,0.243,5.5,3.4,0.6,10.3,6,"red",0,7.30157957504807,13.4640346875364,24.7197453866225,0.79710133375343
6.9,0.635,0.17,2.4,0.241,6,3.4,0.59,10.3,6,"red",0,8.57141792370444,16.220446896934,24.7197453866225,0.869565091367378
8.3,0.43,0.3,3.4,0.079,7,3.36,0.61,10.5,5,"red",0,11.3698474385652,24.4185478638422,35.6996251539359,0.843373392364651
7.1,0.52,0.03,2.6,0.076,21,3.5,0.6,9.8,5,"red",0,12.9090674380592,18.84611760362,25.4797502984471,2.95774606228929
7,0.57,0,2,0.19,12,3.31,0.6,9.4,6,"red",0,12.280680209333,16.4911991382471,18.7998232816612,1.71428546938779
6.5,0.46,0.14,2.4,0.114,9,3.66,0.65,9.8,5,"red",0,10.8333152778079,21.304301512388,23.5197695062588,1.38461517159767
9,0.82,0.05,2.4,0.081,26,3.36,0.53,10,5,"red",0,10.3448156956141,12.1951070791377,23.9997600024,2.88888856790127
7.1,0.59,0.01,2.5,0.077,20,3.55,0.59,9.8,5,"red",0,11.833313611144,16.6101413387435,24.499759902353,2.81690101170408
9.9,0.35,0.41,2.3,0.083,11,3.21,0.5,9.5,5,"red",0,13.026298649607,27.1427795920583,21.8497924269719,1.11111099887768
10,0.56,0.24,2.2,0.079,19,3.18,0.56,10.1,6,"red",0,12.4999843750195,18.0356820791391,22.2197755802666,1.89999981000002
8.6,0.63,0.17,2.9,0.099,21,3.09,0.52,9.3,5,"red",0,10.7499865625168,14.7618813303471,26.9697491813326,2.44186018117905
7.4,0.37,0.43,2.6,0.082,18,3.33,0.68,9.7,6,"red",0,9.24998843751445,26.2161453617693,25.2197553683729,2.43243210372539
8.8,0.64,0.17,2.9,0.084,25,3.23,0.54,9.6,5,"red",0,10.8641841182912,14.9999765625366,27.8397327385657,2.84090876807855
7.1,0.61,0.02,2.5,0.081,17,3.48,0.6,9.7,6,"red",0,11.2698233812327,15.9016132760438,24.2497647772817,2.39436585994847
7.7,0.6,0,2.6,0.055,7,3.38,0.56,10.8,5,"red",0,12.8333119444801,17.99997000005,28.0796967392752,0.90909079102717
10.1,0.27,0.54,2.3,0.065,7,3.17,0.53,12.5,6,"red",0,12.4691204084933,46.2961248291673,28.7496406294921,0.693069238309976
10.8,0.89,0.3,2.6,0.132,7,2.99,1.18,10.2,5,"red",0,9.07562262552721,11.4606612801559,26.5197294987591,0.648148088134436
8.7,0.46,0.31,2.5,0.126,24,3.1,0.74,9.6,5,"red",0,11.2986866250823,20.8695198488699,23.9997696022118,2.75862037257237
9.3,0.37,0.44,1.6,0.038,21,3.24,0.81,10.8,7,"red",0,11.4814673068305,29.1891102997019,17.2798133780155,2.25806427332642
9.4,0.5,0.34,3.6,0.082,5,3.29,0.52,10.7,6,"red",0,11.1904628684966,21.3999572000856,38.5195878404101,0.531914837030336
7.2,0.61,0.08,4,0.082,26,3.25,0.51,9.4,5,"red",0,10.4347674858442,15.4098108035888,37.5996465633223,3.61111060956797
8.6,0.55,0.09,3.3,0.068,8,3.23,0.44,10,5,"red",0,13.4374790039391,18.181785124027,32.9996700033,0.930232449972971
5.1,0.585,0,1.7,0.044,14,3.56,0.94,12.9,7,"red",0,8.71793381549775,22.0512443568473,21.9297171066493,2.74509750096127
7.7,0.56,0.08,2.5,0.114,14,3.24,0.66,9.6,6,"red",0,12.0312312012012,17.1428265306669,23.9997696022118,1.81818158205434
8.4,0.52,0.22,2.7,0.084,4,3.26,0.57,9.9,6,"red",0,11.3513360117081,19.0384249261059,26.7297353756198,0.476190419501141
8.2,0.28,0.4,2.4,0.052,4,3.33,0.7,12.8,7,"red",0,12.0588057958738,45.7141224495627,30.7196067890331,0.487804818560388
8.4,0.25,0.39,2,0.041,4,3.27,0.71,12.5,7,"red",0,13.1249794922195,49.9998000008,24.9996875039062,0.476190419501141
7.4,0.53,0.12,1.9,0.165,4,3.26,0.86,9.2,5,"red",0,11.3845978698494,17.3584578142305,17.4798391854795,0.540540467494531
7.6,0.48,0.31,2.8,0.07,4,3.22,0.55,10.3,6,"red",0,9.62024098703672,21.4582886285654,28.8397029510596,0.526315720221616
7.3,0.49,0.1,2.6,0.068,4,3.3,0.47,10.5,5,"red",0,12.3728603849824,21.4285276968823,27.2997133530098,0.547945130418475
12.9,0.5,0.55,2.8,0.072,7,3.09,0.68,10.9,6,"red",0,12.2857025850452,21.7999564000872,30.519667335626,0.542635616849952
10.8,0.45,0.33,2.5,0.099,20,3.24,0.71,10.8,5,"red",0,13.8461360946973,23.9999466667852,26.9997084031492,1.8518516803841
